'84:d4:7e:9a:81:e6',56.4,41.9
'84:d4:7e:9a:83:86',45.4,41.6
'84:d4:7e:9a:83:96',40.9,30.6
'84:d4:7e:9a:83:06',42,22.6
'84:d4:7e:9a:83:66',34.1,23.6
'84:d4:7e:9a:82:86',34.2,7.5
'84:d4:7e:9a:7e:26',27,30.7
'84:d4:7e:9a:7e:46',22.4,45.4
'84:d4:7e:9a:7d:e6',20.6,59.3
'84:d4:7e:9a:7c:a6',29.2,55.4
'84:d4:7e:9a:7d:26',38.7,79.4
'84:d4:7e:9a:7b:06',36.3,69.6
'84:d4:7e:9a:7b:46',33.2,63.2
'84:d4:7e:9a:7c:c6',46.9,73.2
'84:d4:7e:9a:85:a6',40.3,54.5
'84:d4:7e:9a:86:66',63.6,58.7
'84:d4:7e:9a:85:e6',58.4,68.9
'84:d4:7e:9a:85:26',62.7,87.1
'84:d4:7e:9a:85:06',54,85.8
'84:d4:7e:99:8d:06',90.9,42.1
'84:d4:7e:99:64:46',79.8,42
'84:d4:7e:99:a4:06',84.6,47.8
'84:d4:7e:99:92:26',77.6,58.5
'84:d4:7e:99:97:80',69.1,71.3
'84:d4:7e:99:ae:e0',82.2,61
'84:d4:7e:99:af:60',82.2,80.3
'84:d4:7e:99:ab:66',79.6,87.3
'84:d4:7e:99:ab:06',70.4,85.1
'00:13:33:f0:a5:fa',11,66
'00:18:39:5f:d5:71',15,71
'90:61:0c:11:13:14',17.5,63.7
'cc:06:77:76:f9:00',0,0
