'84:D4:7e:9a:81:46',56.2,34.3
'84:D4:7e:9a:80:46',42.1,31.9
'84:D4:7e:9a:80:26',34.2,22.1
'84:D4:7e:9a:7f:e6',34.1,7
'84:D4:7e:9a:80:e6',26.4,31.7
'84:D4:7e:9a:7f:c6',21.9,40.7
'84:D4:7e:9a:7d:06',23.5,55.8
'84:D4:7e:9a:7f:66',13.4,68.6
'84:D4:7e:9a:7f:a6',29.8,56.2
'84:D4:7e:99:6e:66',34.2,63.8
'84:D4:7e:99:ab:e6',31.3,76.5
'84:D4:7e:99:9c:a6',40.8,73.5
'84:D4:7e:99:ac:26',42.3,52.3
'84:D4:7e:99:aa:a6',44.7,42.1
'84:D4:7e:99:8a:26',57.5,45.7
'84:D4:7e:99:30:06',79.6,38.6
'84:D4:7e:99:66:26',79.6,45.7
'84:D4:7e:99:5e:86',81.4,41.9
'84:D4:7e:99:99:e6',92.5,41.9
